,event_start_time,max_ivt,duration,area,max_prcp,centroid_lat_min,centroid_lat_max,validation_scale,event_filename,snow_no_snow
45,2017-04-04,1275.0869140625,25,5311754.5,53.45675086975098,34.070029615916305,35.29989335201919,2,2017_lptid00288.1000.nc,0
47,2017-11-19,858.243408203125,37,5654223.5,60.87359864371164,23.728684180479405,27.439172772138296,1,2017_lptid00147.1000.nc,1
48,2017-11-21,742.272216796875,61,5004461.5,60.87359864371164,28.294183500062893,38.43599995341826,3,2017_lptid00147.1000.nc,0
50,2017-12-19,719.2744140625,13,2414950.25,75.29653867085774,34.24772323209574,35.368763213542714,1,2017_lptid00155.3000.nc,1
51,2017-12-28,810.740478515625,37,2534068.75,101.05636088053386,30.993384847984096,36.25183180974719,2,2017_lptid00173.2000.nc,1
52,2018-01-04,1414.357177734375,37,5101427.5,77.2663505077362,24.330157309294187,33.46942830002116,1,2018_lptid00180.3000.nc,0
53,2018-01-16,1467.59521484375,13,3832043.25,77.2663505077362,33.538849310407244,35.10897909413104,1,2018_lptid00180.1000.nc,1
54,2018-01-17,993.345458984375,31,1914916.125,77.2663505077362,36.35062424777802,39.57192939514609,2,2018_lptid00180.1000.nc,0
55,2018-01-21,911.556396484375,19,1020707.75,103.08384323120116,36.326531272051184,37.301910408643685,1,2018_lptid00191.1000.nc,1
56,2018-01-23,671.64111328125,25,906107.5,103.08384323120116,37.72090158814706,38.691899126402085,1,2018_lptid00191.1000.nc,1
57,2018-01-28,837.9912109375,42,2186650.25,59.25011335100447,25.457796770655456,37.21214330505257,1,2018_lptid00199.1000.nc,0
58,2018-02-02,822.261474609375,37,5587105.0,59.25011335100447,28.67784246051491,38.09418843326428,1,2018_lptid00203.1000.nc,0
59,2018-04-05,1286.704833984375,31,9262696.0,30.60877990722656,27.35256662144526,31.154905751076008,1,2018_lptid00246.1000.nc,0
